vid_path,id_label,label,category
clips\27\19.MOV,27,EIGHT,NUMBER
clips\49\13.MOV,49,TODAY,DAYS
clips\60\11.MOV,60,COUSIN,FAMILY
clips\51\11.MOV,51,YESTERDAY,DAYS
clips\66\20.MOV,66,DEAF,RELATIONSHIPS
clips\91\13.MOV,91,RICE,FOOD
clips\29\13.MOV,29,TEN,NUMBER
clips\80\7.MOV,80,GRAY,COLOR
clips\99\5.MOV,99,COFFEE,DRINK
clips\84\16.MOV,84,DARK,COLOR
clips\11\14.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\89\1.MOV,89,CHICKEN,FOOD
clips\102\9.MOV,102,WINE,DRINK
clips\28\16.MOV,28,NINE ,NUMBER
clips\34\14.MOV,34,MAY,CALENDAR
clips\18\14.MOV,18,SLOW,SURVIVAL
clips\14\1.MOV,14,NO,SURVIVAL
clips\97\14.MOV,97,JUICE,DRINK
clips\18\9.MOV,18,SLOW,SURVIVAL
clips\71\12.MOV,71,MARRIED,RELATIONSHIPS
clips\10\9.MOV,10,UNDERSTAND,SURVIVAL
clips\90\9.MOV,90,SPAGHETTI,FOOD
clips\15\16.MOV,15,YES,SURVIVAL
clips\11\20.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\38\16.MOV,38,SEPTEMBER,CALENDAR
clips\74\9.MOV,74,RED,COLOR
clips\48\3.MOV,48,SUNDAY,DAYS
clips\28\14.MOV,28,NINE ,NUMBER
clips\50\9.MOV,50,TOMORROW,DAYS
clips\14\4.MOV,14,NO,SURVIVAL
clips\93\18.MOV,93,SHRIMP,FOOD
clips\40\18.MOV,40,NOVEMBER,CALENDAR
clips\94\6.MOV,94,CRAB,FOOD
clips\32\3.MOV,32,MARCH,CALENDAR
clips\76\19.MOV,76,BLACK,COLOR
clips\101\14.MOV,101,BEER,DRINK
clips\14\0.MOV,14,NO,SURVIVAL
clips\50\16.MOV,50,TOMORROW,DAYS
clips\69\8.MOV,69,BLIND,RELATIONSHIPS
clips\98\8.MOV,98,MILK,DRINK
clips\86\12.MOV,86,EGG,FOOD
clips\38\14.MOV,38,SEPTEMBER,CALENDAR
clips\2\7.MOV,2,GOOD EVENING,GREETING
clips\5\14.MOV,5,IM FINE,GREETING
clips\71\0.MOV,71,MARRIED,RELATIONSHIPS
clips\97\9.MOV,97,JUICE,DRINK
clips\93\12.MOV,93,SHRIMP,FOOD
clips\97\2.MOV,97,JUICE,DRINK
clips\38\0.MOV,38,SEPTEMBER,CALENDAR
clips\95\9.MOV,95,HOT,DRINK
clips\17\20.MOV,17,CORRECT,SURVIVAL
clips\65\14.MOV,65,WOMAN,RELATIONSHIPS
clips\48\5.MOV,48,SUNDAY,DAYS
clips\62\10.MOV,62,BOY,RELATIONSHIPS
clips\82\2.MOV,82,VIOLET,COLOR
clips\32\13.MOV,32,MARCH,CALENDAR
clips\68\17.MOV,68,WEELCHAIR PERSON,RELATIONSHIPS
clips\43\14.MOV,43,TUESDAY,DAYS
clips\94\8.MOV,94,CRAB,FOOD
clips\5\5.MOV,5,IM FINE,GREETING
clips\59\9.MOV,59,AUNTIE,FAMILY
clips\3\11.MOV,3,HELLO,GREETING
clips\67\6.MOV,67,HARD OF HEARING,RELATIONSHIPS
clips\87\11.MOV,87,FISH,FOOD
clips\52\11.MOV,52,FATHER,FAMILY
clips\74\8.MOV,74,RED,COLOR
clips\75\2.MOV,75,BROWN,COLOR
clips\92\13.MOV,92,LONGANISA,FOOD
clips\40\1.MOV,40,NOVEMBER,CALENDAR
clips\52\4.MOV,52,FATHER,FAMILY
clips\6\11.MOV,6,NICE TO MEET YOU,GREETING
clips\10\16.MOV,10,UNDERSTAND,SURVIVAL
clips\73\9.MOV,73,GREEN,COLOR
clips\59\4.MOV,59,AUNTIE,FAMILY
clips\53\17.MOV,53,MOTHER,FAMILY
clips\61\3.MOV,61,PARENTS,FAMILY
clips\74\18.MOV,74,RED,COLOR
clips\81\16.MOV,81,PINK,COLOR
clips\69\17.MOV,69,BLIND,RELATIONSHIPS
clips\74\2.MOV,74,RED,COLOR
clips\2\14.MOV,2,GOOD EVENING,GREETING
clips\81\4.MOV,81,PINK,COLOR
clips\47\6.MOV,47,SATURDAY,DAYS
clips\76\4.MOV,76,BLACK,COLOR
clips\28\15.MOV,28,NINE ,NUMBER
clips\41\8.MOV,41,DECEMBER,CALENDAR
clips\9\7.MOV,9,SEE YOU TOMORROW,GREETING
clips\25\14.MOV,25,SIX,NUMBER
clips\61\2.MOV,61,PARENTS,FAMILY
clips\60\5.MOV,60,COUSIN,FAMILY
clips\9\2.MOV,9,SEE YOU TOMORROW,GREETING
clips\9\11.MOV,9,SEE YOU TOMORROW,GREETING
clips\50\0.MOV,50,TOMORROW,DAYS
clips\37\7.MOV,37,AUGUST,CALENDAR
clips\82\8.MOV,82,VIOLET,COLOR
clips\49\0.MOV,49,TODAY,DAYS
clips\64\12.MOV,64,MAN,RELATIONSHIPS
clips\96\12.MOV,96,COLD,DRINK
clips\80\9.MOV,80,GRAY,COLOR
clips\13\7.MOV,13,DON’T KNOW,SURVIVAL
clips\75\10.MOV,75,BROWN,COLOR
clips\25\4.MOV,25,SIX,NUMBER
clips\47\7.MOV,47,SATURDAY,DAYS
clips\90\10.MOV,90,SPAGHETTI,FOOD
clips\36\13.MOV,36,JULY,CALENDAR
clips\5\15.MOV,5,IM FINE,GREETING
clips\56\15.MOV,56,GRANDFATHER,FAMILY
clips\36\3.MOV,36,JULY,CALENDAR
clips\100\9.MOV,100,TEA,DRINK
clips\67\9.MOV,67,HARD OF HEARING,RELATIONSHIPS
clips\50\8.MOV,50,TOMORROW,DAYS
clips\18\19.MOV,18,SLOW,SURVIVAL
clips\99\17.MOV,99,COFFEE,DRINK
clips\88\2.MOV,88,MEAT,FOOD
clips\39\12.MOV,39,OCTOBER,CALENDAR
clips\81\13.MOV,81,PINK,COLOR
clips\16\4.MOV,16,WRONG,SURVIVAL
clips\95\18.MOV,95,HOT,DRINK
clips\19\18.MOV,19,FAST,SURVIVAL
clips\79\13.MOV,79,ORANGE,COLOR
clips\11\12.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\90\7.MOV,90,SPAGHETTI,FOOD
clips\60\18.MOV,60,COUSIN,FAMILY
clips\13\0.MOV,13,DON’T KNOW,SURVIVAL
clips\22\7.MOV,22,THREE,NUMBER
clips\70\10.MOV,70,DEAF BLIND,RELATIONSHIPS
clips\61\5.MOV,61,PARENTS,FAMILY
clips\88\10.MOV,88,MEAT,FOOD
clips\22\15.MOV,22,THREE,NUMBER
clips\43\16.MOV,43,TUESDAY,DAYS
clips\25\1.MOV,25,SIX,NUMBER
clips\83\16.MOV,83,LIGHT,COLOR
clips\14\10.MOV,14,NO,SURVIVAL
clips\37\10.MOV,37,AUGUST,CALENDAR
clips\36\10.MOV,36,JULY,CALENDAR
clips\82\10.MOV,82,VIOLET,COLOR
clips\76\8.MOV,76,BLACK,COLOR
clips\5\11.MOV,5,IM FINE,GREETING
clips\33\11.MOV,33,APRIL,CALENDAR
clips\71\11.MOV,71,MARRIED,RELATIONSHIPS
clips\73\7.MOV,73,GREEN,COLOR
clips\57\12.MOV,57,GRANDMOTHER,FAMILY
clips\1\17.MOV,1,GOOD AFTERNOON,GREETING
clips\89\11.MOV,89,CHICKEN,FOOD
clips\63\3.MOV,63,GIRL,RELATIONSHIPS
clips\6\10.MOV,6,NICE TO MEET YOU,GREETING
clips\64\16.MOV,64,MAN,RELATIONSHIPS
clips\19\11.MOV,19,FAST,SURVIVAL
clips\70\16.MOV,70,DEAF BLIND,RELATIONSHIPS
clips\95\2.MOV,95,HOT,DRINK
clips\64\5.MOV,64,MAN,RELATIONSHIPS
clips\55\5.MOV,55,DAUGHTER,FAMILY
clips\92\19.MOV,92,LONGANISA,FOOD
clips\18\8.MOV,18,SLOW,SURVIVAL
clips\58\14.MOV,58,UNCLE,FAMILY
clips\24\16.MOV,24,FIVE,NUMBER
clips\100\7.MOV,100,TEA,DRINK
clips\82\7.MOV,82,VIOLET,COLOR
clips\18\1.MOV,18,SLOW,SURVIVAL
clips\14\8.MOV,14,NO,SURVIVAL
clips\1\6.MOV,1,GOOD AFTERNOON,GREETING
clips\79\8.MOV,79,ORANGE,COLOR
clips\67\11.MOV,67,HARD OF HEARING,RELATIONSHIPS
clips\9\17.MOV,9,SEE YOU TOMORROW,GREETING
clips\90\13.MOV,90,SPAGHETTI,FOOD
clips\19\2.MOV,19,FAST,SURVIVAL
clips\86\11.MOV,86,EGG,FOOD
clips\51\14.MOV,51,YESTERDAY,DAYS
clips\98\5.MOV,98,MILK,DRINK
clips\34\16.MOV,34,MAY,CALENDAR
clips\12\10.MOV,12,KNOW,SURVIVAL
clips\102\6.MOV,102,WINE,DRINK
clips\29\10.MOV,29,TEN,NUMBER
clips\50\15.MOV,50,TOMORROW,DAYS
clips\40\6.MOV,40,NOVEMBER,CALENDAR
clips\5\3.MOV,5,IM FINE,GREETING
clips\32\12.MOV,32,MARCH,CALENDAR
clips\46\19.MOV,46,FRIDAY,DAYS
clips\55\17.MOV,55,DAUGHTER,FAMILY
clips\25\12.MOV,25,SIX,NUMBER
clips\12\15.MOV,12,KNOW,SURVIVAL
clips\55\16.MOV,55,DAUGHTER,FAMILY
clips\60\15.MOV,60,COUSIN,FAMILY
clips\104\11.MOV,104,NO SUGAR,DRINK
clips\50\1.MOV,50,TOMORROW,DAYS
clips\97\15.MOV,97,JUICE,DRINK
clips\101\8.MOV,101,BEER,DRINK
clips\44\0.MOV,44,WEDNESDAY,DAYS
clips\44\9.MOV,44,WEDNESDAY,DAYS
clips\67\18.MOV,67,HARD OF HEARING,RELATIONSHIPS
clips\26\10.MOV,26,SEVEN,NUMBER
clips\44\11.MOV,44,WEDNESDAY,DAYS
clips\20\7.MOV,20,ONE,NUMBER
clips\56\11.MOV,56,GRANDFATHER,FAMILY
clips\102\8.MOV,102,WINE,DRINK
clips\28\17.MOV,28,NINE ,NUMBER
clips\58\17.MOV,58,UNCLE,FAMILY
clips\27\20.MOV,27,EIGHT,NUMBER
clips\12\7.MOV,12,KNOW,SURVIVAL
clips\22\4.MOV,22,THREE,NUMBER
clips\71\7.MOV,71,MARRIED,RELATIONSHIPS
clips\29\8.MOV,29,TEN,NUMBER
clips\3\17.MOV,3,HELLO,GREETING
clips\101\11.MOV,101,BEER,DRINK
clips\82\12.MOV,82,VIOLET,COLOR
clips\95\8.MOV,95,HOT,DRINK
clips\17\1.MOV,17,CORRECT,SURVIVAL
clips\26\19.MOV,26,SEVEN,NUMBER
clips\62\14.MOV,62,BOY,RELATIONSHIPS
clips\57\2.MOV,57,GRANDMOTHER,FAMILY
clips\12\0.MOV,12,KNOW,SURVIVAL
clips\60\7.MOV,60,COUSIN,FAMILY
clips\98\10.MOV,98,MILK,DRINK
clips\48\10.MOV,48,SUNDAY,DAYS
clips\53\7.MOV,53,MOTHER,FAMILY
clips\15\19.MOV,15,YES,SURVIVAL
clips\27\0.MOV,27,EIGHT,NUMBER
clips\33\1.MOV,33,APRIL,CALENDAR
clips\54\15.MOV,54,SON,FAMILY
clips\2\18.MOV,2,GOOD EVENING,GREETING
clips\37\19.MOV,37,AUGUST,CALENDAR
clips\49\3.MOV,49,TODAY,DAYS
clips\97\13.MOV,97,JUICE,DRINK
clips\98\9.MOV,98,MILK,DRINK
clips\104\13.MOV,104,NO SUGAR,DRINK
clips\65\6.MOV,65,WOMAN,RELATIONSHIPS
clips\99\6.MOV,99,COFFEE,DRINK
clips\40\19.MOV,40,NOVEMBER,CALENDAR
clips\51\6.MOV,51,YESTERDAY,DAYS
clips\6\0.MOV,6,NICE TO MEET YOU,GREETING
clips\39\2.MOV,39,OCTOBER,CALENDAR
clips\68\14.MOV,68,WEELCHAIR PERSON,RELATIONSHIPS
clips\51\7.MOV,51,YESTERDAY,DAYS
clips\86\10.MOV,86,EGG,FOOD
clips\47\13.MOV,47,SATURDAY,DAYS
clips\82\19.MOV,82,VIOLET,COLOR
clips\96\11.MOV,96,COLD,DRINK
clips\90\17.MOV,90,SPAGHETTI,FOOD
clips\101\12.MOV,101,BEER,DRINK
clips\6\13.MOV,6,NICE TO MEET YOU,GREETING
clips\38\11.MOV,38,SEPTEMBER,CALENDAR
clips\60\17.MOV,60,COUSIN,FAMILY
clips\18\10.MOV,18,SLOW,SURVIVAL
clips\34\15.MOV,34,MAY,CALENDAR
clips\50\4.MOV,50,TOMORROW,DAYS
clips\0\7.MOV,0,GOOD MORNING,GREETING
clips\32\6.MOV,32,MARCH,CALENDAR
clips\85\15.MOV,85,BREAD,FOOD
clips\91\15.MOV,91,RICE,FOOD
clips\51\19.MOV,51,YESTERDAY,DAYS
clips\78\12.MOV,78,YELLOW,COLOR
clips\0\9.MOV,0,GOOD MORNING,GREETING
clips\2\21.MOV,2,GOOD EVENING,GREETING
clips\90\1.MOV,90,SPAGHETTI,FOOD
clips\96\0.MOV,96,COLD,DRINK
clips\12\3.MOV,12,KNOW,SURVIVAL
clips\81\18.MOV,81,PINK,COLOR
clips\24\18.MOV,24,FIVE,NUMBER
clips\42\9.MOV,42,MONDAY,DAYS
clips\65\11.MOV,65,WOMAN,RELATIONSHIPS
clips\12\20.MOV,12,KNOW,SURVIVAL
clips\14\6.MOV,14,NO,SURVIVAL
clips\28\1.MOV,28,NINE ,NUMBER
clips\89\14.MOV,89,CHICKEN,FOOD
clips\53\9.MOV,53,MOTHER,FAMILY
clips\95\4.MOV,95,HOT,DRINK
clips\104\16.MOV,104,NO SUGAR,DRINK
clips\35\17.MOV,35,JUNE,CALENDAR
clips\71\10.MOV,71,MARRIED,RELATIONSHIPS
clips\19\7.MOV,19,FAST,SURVIVAL
clips\5\16.MOV,5,IM FINE,GREETING
clips\49\7.MOV,49,TODAY,DAYS
clips\23\5.MOV,23,FOUR,NUMBER
clips\72\6.MOV,72,BLUE,COLOR
clips\72\11.MOV,72,BLUE,COLOR
clips\2\1.MOV,2,GOOD EVENING,GREETING
clips\81\8.MOV,81,PINK,COLOR
clips\11\13.MOV,11,DON’T UNDERSTAND,SURVIVAL
clips\100\0.MOV,100,TEA,DRINK
clips\63\9.MOV,63,GIRL,RELATIONSHIPS
clips\49\11.MOV,49,TODAY,DAYS
clips\70\4.MOV,70,DEAF BLIND,RELATIONSHIPS
clips\30\15.MOV,30,JANUARY,CALENDAR
clips\96\16.MOV,96,COLD,DRINK
clips\22\18.MOV,22,THREE,NUMBER
clips\58\2.MOV,58,UNCLE,FAMILY
clips\23\2.MOV,23,FOUR,NUMBER
clips\47\8.MOV,47,SATURDAY,DAYS
clips\83\17.MOV,83,LIGHT,COLOR
clips\71\6.MOV,71,MARRIED,RELATIONSHIPS
clips\59\5.MOV,59,AUNTIE,FAMILY
clips\12\5.MOV,12,KNOW,SURVIVAL
clips\4\1.MOV,4,HOW ARE YOU,GREETING
clips\61\0.MOV,61,PARENTS,FAMILY
clips\91\0.MOV,91,RICE,FOOD
clips\21\5.MOV,21,TWO,NUMBER
clips\23\18.MOV,23,FOUR,NUMBER
clips\15\3.MOV,15,YES,SURVIVAL
clips\67\7.MOV,67,HARD OF HEARING,RELATIONSHIPS
clips\27\16.MOV,27,EIGHT,NUMBER
clips\18\15.MOV,18,SLOW,SURVIVAL
clips\63\17.MOV,63,GIRL,RELATIONSHIPS
clips\77\8.MOV,77,WHITE,COLOR
clips\21\1.MOV,21,TWO,NUMBER
clips\15\15.MOV,15,YES,SURVIVAL
clips\94\10.MOV,94,CRAB,FOOD
clips\26\13.MOV,26,SEVEN,NUMBER
clips\53\11.MOV,53,MOTHER,FAMILY
clips\56\17.MOV,56,GRANDFATHER,FAMILY
clips\64\15.MOV,64,MAN,RELATIONSHIPS
clips\0\11.MOV,0,GOOD MORNING,GREETING
clips\30\1.MOV,30,JANUARY,CALENDAR
clips\62\12.MOV,62,BOY,RELATIONSHIPS
clips\83\18.MOV,83,LIGHT,COLOR
clips\0\4.MOV,0,GOOD MORNING,GREETING
clips\40\3.MOV,40,NOVEMBER,CALENDAR
clips\82\17.MOV,82,VIOLET,COLOR
clips\17\9.MOV,17,CORRECT,SURVIVAL
clips\81\14.MOV,81,PINK,COLOR
clips\93\9.MOV,93,SHRIMP,FOOD
clips\101\2.MOV,101,BEER,DRINK
clips\87\15.MOV,87,FISH,FOOD
clips\44\14.MOV,44,WEDNESDAY,DAYS
clips\3\12.MOV,3,HELLO,GREETING
clips\100\17.MOV,100,TEA,DRINK
clips\37\11.MOV,37,AUGUST,CALENDAR
clips\79\2.MOV,79,ORANGE,COLOR
clips\24\9.MOV,24,FIVE,NUMBER
clips\58\13.MOV,58,UNCLE,FAMILY
clips\100\18.MOV,100,TEA,DRINK
clips\47\18.MOV,47,SATURDAY,DAYS
clips\59\10.MOV,59,AUNTIE,FAMILY
clips\72\3.MOV,72,BLUE,COLOR
clips\13\19.MOV,13,DON’T KNOW,SURVIVAL
clips\45\2.MOV,45,THURSDAY,DAYS
clips\31\14.MOV,31,FEBRUARY,CALENDAR
clips\87\7.MOV,87,FISH,FOOD
clips\67\5.MOV,67,HARD OF HEARING,RELATIONSHIPS
clips\20\5.MOV,20,ONE,NUMBER
clips\92\3.MOV,92,LONGANISA,FOOD
clips\9\16.MOV,9,SEE YOU TOMORROW,GREETING
clips\31\8.MOV,31,FEBRUARY,CALENDAR
clips\37\1.MOV,37,AUGUST,CALENDAR
clips\17\13.MOV,17,CORRECT,SURVIVAL
clips\76\2.MOV,76,BLACK,COLOR
clips\32\19.MOV,32,MARCH,CALENDAR
clips\19\0.MOV,19,FAST,SURVIVAL
clips\78\17.MOV,78,YELLOW,COLOR
clips\48\13.MOV,48,SUNDAY,DAYS
clips\41\7.MOV,41,DECEMBER,CALENDAR
clips\22\8.MOV,22,THREE,NUMBER
clips\0\19.MOV,0,GOOD MORNING,GREETING
clips\70\12.MOV,70,DEAF BLIND,RELATIONSHIPS
clips\10\6.MOV,10,UNDERSTAND,SURVIVAL
clips\104\9.MOV,104,NO SUGAR,DRINK
clips\16\3.MOV,16,WRONG,SURVIVAL
clips\57\11.MOV,57,GRANDMOTHER,FAMILY
clips\67\12.MOV,67,HARD OF HEARING,RELATIONSHIPS
clips\61\13.MOV,61,PARENTS,FAMILY
clips\83\1.MOV,83,LIGHT,COLOR
clips\5\1.MOV,5,IM FINE,GREETING
clips\29\17.MOV,29,TEN,NUMBER
clips\39\7.MOV,39,OCTOBER,CALENDAR
clips\35\7.MOV,35,JUNE,CALENDAR
clips\13\13.MOV,13,DON’T KNOW,SURVIVAL
clips\103\20.MOV,103,SUGAR,DRINK
clips\61\1.MOV,61,PARENTS,FAMILY
clips\100\14.MOV,100,TEA,DRINK
clips\25\18.MOV,25,SIX,NUMBER
clips\100\3.MOV,100,TEA,DRINK
clips\7\4.MOV,7,THANK YOU,GREETING
clips\72\10.MOV,72,BLUE,COLOR
clips\46\14.MOV,46,FRIDAY,DAYS
clips\66\8.MOV,66,DEAF,RELATIONSHIPS
clips\38\6.MOV,38,SEPTEMBER,CALENDAR
clips\38\12.MOV,38,SEPTEMBER,CALENDAR
clips\41\4.MOV,41,DECEMBER,CALENDAR
clips\89\18.MOV,89,CHICKEN,FOOD
clips\41\2.MOV,41,DECEMBER,CALENDAR
clips\38\1.MOV,38,SEPTEMBER,CALENDAR
clips\96\2.MOV,96,COLD,DRINK
clips\46\7.MOV,46,FRIDAY,DAYS
clips\76\12.MOV,76,BLACK,COLOR
clips\29\15.MOV,29,TEN,NUMBER
clips\7\13.MOV,7,THANK YOU,GREETING
clips\26\2.MOV,26,SEVEN,NUMBER
clips\86\19.MOV,86,EGG,FOOD
clips\22\6.MOV,22,THREE,NUMBER
clips\9\1.MOV,9,SEE YOU TOMORROW,GREETING
clips\2\3.MOV,2,GOOD EVENING,GREETING
clips\29\7.MOV,29,TEN,NUMBER
clips\69\2.MOV,69,BLIND,RELATIONSHIPS
clips\104\18.MOV,104,NO SUGAR,DRINK
clips\74\4.MOV,74,RED,COLOR
clips\20\0.MOV,20,ONE,NUMBER
clips\99\1.MOV,99,COFFEE,DRINK
clips\54\12.MOV,54,SON,FAMILY
clips\25\9.MOV,25,SIX,NUMBER
clips\65\17.MOV,65,WOMAN,RELATIONSHIPS
clips\96\6.MOV,96,COLD,DRINK
clips\85\5.MOV,85,BREAD,FOOD
clips\52\16.MOV,52,FATHER,FAMILY
clips\2\13.MOV,2,GOOD EVENING,GREETING
clips\20\15.MOV,20,ONE,NUMBER
clips\30\5.MOV,30,JANUARY,CALENDAR
clips\73\4.MOV,73,GREEN,COLOR
clips\27\6.MOV,27,EIGHT,NUMBER
clips\59\15.MOV,59,AUNTIE,FAMILY
clips\86\1.MOV,86,EGG,FOOD
clips\91\6.MOV,91,RICE,FOOD
clips\99\11.MOV,99,COFFEE,DRINK
clips\78\6.MOV,78,YELLOW,COLOR
clips\36\6.MOV,36,JULY,CALENDAR
clips\89\3.MOV,89,CHICKEN,FOOD
clips\53\10.MOV,53,MOTHER,FAMILY
clips\85\12.MOV,85,BREAD,FOOD
clips\20\12.MOV,20,ONE,NUMBER
clips\64\14.MOV,64,MAN,RELATIONSHIPS
clips\102\19.MOV,102,WINE,DRINK
clips\19\9.MOV,19,FAST,SURVIVAL
clips\34\1.MOV,34,MAY,CALENDAR
clips\32\18.MOV,32,MARCH,CALENDAR
clips\54\4.MOV,54,SON,FAMILY
clips\6\7.MOV,6,NICE TO MEET YOU,GREETING
clips\86\18.MOV,86,EGG,FOOD
clips\41\20.MOV,41,DECEMBER,CALENDAR
clips\95\0.MOV,95,HOT,DRINK
clips\77\11.MOV,77,WHITE,COLOR
clips\92\11.MOV,92,LONGANISA,FOOD
clips\79\10.MOV,79,ORANGE,COLOR
clips\91\17.MOV,91,RICE,FOOD
clips\86\4.MOV,86,EGG,FOOD
clips\81\19.MOV,81,PINK,COLOR
clips\87\0.MOV,87,FISH,FOOD
clips\50\7.MOV,50,TOMORROW,DAYS
clips\65\16.MOV,65,WOMAN,RELATIONSHIPS
clips\7\3.MOV,7,THANK YOU,GREETING
clips\70\19.MOV,70,DEAF BLIND,RELATIONSHIPS
clips\1\9.MOV,1,GOOD AFTERNOON,GREETING
clips\79\14.MOV,79,ORANGE,COLOR
clips\2\8.MOV,2,GOOD EVENING,GREETING
clips\66\15.MOV,66,DEAF,RELATIONSHIPS
clips\85\19.MOV,85,BREAD,FOOD
clips\87\2.MOV,87,FISH,FOOD
clips\84\3.MOV,84,DARK,COLOR
clips\64\2.MOV,64,MAN,RELATIONSHIPS
clips\85\4.MOV,85,BREAD,FOOD
clips\98\15.MOV,98,MILK,DRINK
clips\84\14.MOV,84,DARK,COLOR
clips\51\3.MOV,51,YESTERDAY,DAYS
clips\51\13.MOV,51,YESTERDAY,DAYS
clips\80\17.MOV,80,GRAY,COLOR
clips\69\10.MOV,69,BLIND,RELATIONSHIPS
clips\8\8.MOV,8,YOURE WELCOME,GREETING
clips\46\1.MOV,46,FRIDAY,DAYS
clips\85\17.MOV,85,BREAD,FOOD
clips\9\6.MOV,9,SEE YOU TOMORROW,GREETING
clips\91\12.MOV,91,RICE,FOOD
clips\0\2.MOV,0,GOOD MORNING,GREETING
clips\30\4.MOV,30,JANUARY,CALENDAR
clips\8\5.MOV,8,YOURE WELCOME,GREETING
clips\64\7.MOV,64,MAN,RELATIONSHIPS
clips\44\16.MOV,44,WEDNESDAY,DAYS
clips\91\3.MOV,91,RICE,FOOD
clips\17\14.MOV,17,CORRECT,SURVIVAL
clips\42\13.MOV,42,MONDAY,DAYS
clips\18\6.MOV,18,SLOW,SURVIVAL
clips\42\19.MOV,42,MONDAY,DAYS
clips\86\13.MOV,86,EGG,FOOD
clips\56\0.MOV,56,GRANDFATHER,FAMILY
clips\29\18.MOV,29,TEN,NUMBER
clips\76\14.MOV,76,BLACK,COLOR
clips\30\16.MOV,30,JANUARY,CALENDAR
clips\58\8.MOV,58,UNCLE,FAMILY
clips\93\2.MOV,93,SHRIMP,FOOD
clips\98\0.MOV,98,MILK,DRINK
clips\42\17.MOV,42,MONDAY,DAYS
clips\22\9.MOV,22,THREE,NUMBER
clips\23\13.MOV,23,FOUR,NUMBER
clips\14\9.MOV,14,NO,SURVIVAL
clips\29\4.MOV,29,TEN,NUMBER
clips\25\16.MOV,25,SIX,NUMBER
clips\65\5.MOV,65,WOMAN,RELATIONSHIPS
clips\103\3.MOV,103,SUGAR,DRINK
clips\66\1.MOV,66,DEAF,RELATIONSHIPS
clips\58\1.MOV,58,UNCLE,FAMILY
clips\4\8.MOV,4,HOW ARE YOU,GREETING
clips\85\7.MOV,85,BREAD,FOOD
clips\62\20.MOV,62,BOY,RELATIONSHIPS
clips\102\17.MOV,102,WINE,DRINK
clips\6\15.MOV,6,NICE TO MEET YOU,GREETING
clips\77\5.MOV,77,WHITE,COLOR
clips\97\10.MOV,97,JUICE,DRINK
clips\26\11.MOV,26,SEVEN,NUMBER
clips\19\13.MOV,19,FAST,SURVIVAL
clips\72\13.MOV,72,BLUE,COLOR
clips\42\7.MOV,42,MONDAY,DAYS
clips\104\17.MOV,104,NO SUGAR,DRINK
clips\50\12.MOV,50,TOMORROW,DAYS
clips\96\5.MOV,96,COLD,DRINK
clips\50\18.MOV,50,TOMORROW,DAYS
clips\41\1.MOV,41,DECEMBER,CALENDAR
clips\100\12.MOV,100,TEA,DRINK
clips\20\16.MOV,20,ONE,NUMBER
clips\28\5.MOV,28,NINE ,NUMBER
clips\58\12.MOV,58,UNCLE,FAMILY
clips\7\0.MOV,7,THANK YOU,GREETING
clips\19\16.MOV,19,FAST,SURVIVAL
clips\58\0.MOV,58,UNCLE,FAMILY
clips\13\8.MOV,13,DON’T KNOW,SURVIVAL
clips\102\0.MOV,102,WINE,DRINK
clips\30\9.MOV,30,JANUARY,CALENDAR
clips\91\19.MOV,91,RICE,FOOD
clips\0\0.MOV,0,GOOD MORNING,GREETING
clips\42\2.MOV,42,MONDAY,DAYS
clips\12\12.MOV,12,KNOW,SURVIVAL
clips\0\8.MOV,0,GOOD MORNING,GREETING
clips\8\14.MOV,8,YOURE WELCOME,GREETING
clips\58\9.MOV,58,UNCLE,FAMILY
clips\75\15.MOV,75,BROWN,COLOR
clips\47\3.MOV,47,SATURDAY,DAYS
clips\60\6.MOV,60,COUSIN,FAMILY
clips\29\12.MOV,29,TEN,NUMBER
clips\94\0.MOV,94,CRAB,FOOD
clips\3\13.MOV,3,HELLO,GREETING
clips\29\14.MOV,29,TEN,NUMBER
clips\85\10.MOV,85,BREAD,FOOD
clips\79\18.MOV,79,ORANGE,COLOR
clips\73\19.MOV,73,GREEN,COLOR
clips\18\16.MOV,18,SLOW,SURVIVAL
clips\37\0.MOV,37,AUGUST,CALENDAR
clips\9\13.MOV,9,SEE YOU TOMORROW,GREETING
clips\74\14.MOV,74,RED,COLOR
clips\65\13.MOV,65,WOMAN,RELATIONSHIPS
clips\80\8.MOV,80,GRAY,COLOR
clips\68\3.MOV,68,WEELCHAIR PERSON,RELATIONSHIPS
clips\100\4.MOV,100,TEA,DRINK
clips\67\14.MOV,67,HARD OF HEARING,RELATIONSHIPS
clips\81\15.MOV,81,PINK,COLOR
clips\60\8.MOV,60,COUSIN,FAMILY
clips\61\10.MOV,61,PARENTS,FAMILY
clips\67\13.MOV,67,HARD OF HEARING,RELATIONSHIPS
clips\103\18.MOV,103,SUGAR,DRINK
clips\104\19.MOV,104,NO SUGAR,DRINK
clips\86\16.MOV,86,EGG,FOOD
clips\38\10.MOV,38,SEPTEMBER,CALENDAR
clips\31\16.MOV,31,FEBRUARY,CALENDAR
clips\85\8.MOV,85,BREAD,FOOD
clips\0\5.MOV,0,GOOD MORNING,GREETING
clips\90\18.MOV,90,SPAGHETTI,FOOD
clips\4\9.MOV,4,HOW ARE YOU,GREETING
